,file,artist,title,lyrics
198,TRBHQUM128F9309DE1.h5,Broadcast,Michael A Grammar,"Michael, Michael, Michael, wake up we're going back to chelmsley wood
Michael, Michael, Michael, my feet are dancing can you see them
Michael, Michael, Michael, I'll change my hair but inside I'll stay the same
Michael, Michael, Michael, I'll draw my lips around my lipstick

My feet are dancing so much and I hate that, my feet are dancing so much
Ah, see if you're feeling like you're looking for a chance to let go
And if you're feeling like you're looking for that change
Then let go, let go, let go, let go

Michael, Michael, Michael, come on your father was a teddy boy
Michael, Michael, Michael, there's nothing written on your fingernails
Michael, Michael, Michael, you said remind me not to be myself 
Michael, Michael, Michael, this is not your saw tooth wave

Ah, see if you're feeling like you're looking for a chance to let go
And if you're feeling like you're looking for that change
Then let go, let go, let go, let go
My feet are dancing so much and I hate that, my feet are dancing so much
My feet are dancing so much and I hate that, my feet are dancing so much
Ah, see if you're feeling like you're looking for a chance to let go
And if you're feeling like you're looking for that change
Then let go, let go, let go, let go

Michael, Michael, Michael, today the old height rise is coming down
Michael, Michael, Michael, this is not your saw tooth wave"
199,TRBHQXZ128F42408ED.h5,Sinch,The Arctic Ocean (Album Version),"Stained, afraid that this won't ever go away
Engulfed inside a blaze of memories
And the strain of diggin' holes
Is beginning to take its toll

I saw this coming when you started running over my dreams
Isn't it funny?
It eats at me slowly
I found redemption in suffering

And it's just like you to say
""I'd be better of without you anyway""
Now I'm stumbling through my words
And it's all your fault
So feel guilty

Stained, lookin' for a way out of this mess
Feelings and the truth hard to confess
But you've seen the cycle round
Now I guess you have me figured out

So you watched me suffer
Inched its way slowly under my skin
But I saw this comin'
When you started runnin'
Now it seems sensible to burn the bridge

And it's just like you to say
That it's better when you have things your way
Now I'm stumbling through my words
And it's all your fault
So feel guilty
Guilty"
200,TRBHRGA128F4268884.h5,Low Millions,Eleanor,"Fine, I understand, okay with me, if that's the plan.
You can take the stereo, the TV and the video, the bed the sheets and pillows, before you go.
But for now, unlock the door, what are we doin' all this for?
Let me make you dinner one last time, then you'll go your way, and I'll go mine.

And I won't call you baby, anymore, won't call you baby, like I did before, won't call you baby,
Anymore, Eleanor.

You left your smell, you left your taste, you left me here with my mistakes.
And I can't relate to what you say I've done, but just for you, I'll bite my tongue.

And I won't call you baby, anymore, won't call you baby, like I did before, won't call you baby,
Anymore, Eleanor.

Eleanor I miss you, Eleanor be well, Eleanor I wish you'd release me from your spell."
201,TRBHRGD12903CA7A58.h5,Beenie Man,Bad Man Story,
202,TRBHSJB12903CB81AA.h5,The Del McCoury Band,It's Surprising What the Lord Can Do,
203,TRBHSJU12903CE888A.h5,Non Stop DJs,Hoes & Discos,
204,TRBHSJX128F42BAE98.h5,Jesse Malin,Harmony,"Hello, baby, hello!
Haven't seen your face for a while
Have you quit doing time for me-- or are you still
The same spoiled child?
Hello, I said hello!
Is the only place you thought to go?
Am I the only man you ever had or am I just the last surviving
Friend that you know?

Harmony and me, we're pretty good company
Looking for an island in our boat upon the sea
Harmony, gee I really love you and I want to love you forever
And dream of never never never leavin' Harmony.

Hello, Baby, Hello!
Open up your heart and let you feelings flow
You're not lucky knowing me.
Keeping the speed real slow.
In any case I'm settin my own pace by stealing the show.
Say hello hello

Whoa

Harmony and me, we're pretty good company
Looking for an island in our boat upon the sea
Harmony, gee, I really love you and I want to love you forever
And dream of never never never leavin' Harmony.

Never leaving Harmony
Harmony, Harmony, Harmony, Harmony
Harmony, Harmony, Harmony"
205,TRBHSMF128F4285B9C.h5,Jeff Scott Soto,If This Is The End,"Something is saying things ain't been right
I can tell in your smile
You're probably thinking I can't see the signs,
But you're wrong
What we been missing is more than a touch
But the words seem so clear
Through the illusions that love will survive
These are words I hope you'll hear

If this is the end then why don't I wanna go
My feeling defends answers we ought to know
If this is the end must the story close this way
Why can't we pretend if this is the end?

Most say it's familiar, good things don't last
But one never forsees
The senseless conclusion that's coming to play
In our lives
Although it's apparent and perfectly clear
We both know what's in store
There's just no disguising the pain and the fear
Are we worth fighting for?

I don't know the solution, I don't know that answer is
To work it out
But we won't know the meaning if we fall past the ways
Of our doubt"
206,TRBHSOA12903CCC4B2.h5,Memphis Jug Band,Spider's Nest Blues,
207,TRBHSPA12903CBC3F5.h5,Doug MacLeod,Angel In Hell,
208,TRBHSRB128F429F827.h5,Cassidy featuring R. Kelly,Hotel,
209,TRBHSVR128F9324499.h5,Frank Sinatra,Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection],
210,TRBHSWH12903D07A35.h5,Kraftwerk,Tour De France Étape 3 (2009 Digital Remaster),
211,TRBHSYZ12903CCDE42.h5,K.A.L.I.,Climax ft St. Cyr,
212,TRBHTJJ128F4271122.h5,Los Chunguitos,Èay! Que Pena,
213,TRBHTKF128F92CC5D2.h5,Reel Big Fish,Cannibal (Dance Mix),"Oh, whoa

I've got the brains
You're the body
And you're in my sights

I've got a new set of problems
How to get you alone tonight
My head keeps revolving
I work so hard just to get a bite

Cannibal
Cannibal
Cannibal, cannibal
Cannibal, cannibal
Cannibal

Back to the game
To the subject
Sustenance is at stake

There's no accounting for taste
You've got yours, I'll get mine
I'll love you in my own way
And everything will be just fine

Cannibal
Cannibal
Cannibal, cannibal
Cannibal, cannibal
Cannibal

You've got a new set of problems
It's not your fault this time
Don't take this personally

Cannibal
Cannibal
Cannibal
Cannibal

Cannibal
Cannibal, cannibal, cannibal, cannibal
Cannibal, cannibal
Cannibal
Cannibal"
214,TRBHTOO128F4265DFC.h5,Dakis,Kathe Mera Kathe Nihta (2005 Digital Remaster),
215,TRBHTOR128F428CADE.h5,The Dillinger Escape Plan,Sugar Coated Sour,"What rounding out breaks the silent barrier
Waiting, wait, wait
Can I pick your modest waste?
I expect no more than (did I stutter? did I stutter? did I stutter?)
A simple regret

You deserved it, and you earned it.

Take a bow, you deserve it.
Eat shit, you earned it.
Life would be so much better
If you did not exist.
Take a bow, you deserve it.
Eat shit, you earned it.
Life would be so much better
And god bless you fucking queen.

And god bless you fucking queen.

So now you've started.

What pawns we have become
In this bland little play.
What pawns we have become
In this bland little play.

Sugar. Coated. Sour."
216,TRBHWRM12903CD3111.h5,Goldfish,This is How It Goes (Timmy Trumpet Remix),"I'm sitting here on my own
Haven't seen you in a long, long time
This waiting's getting old
As I sit here I sing to myself
A little tune that helps (sometimes)
To pass the time
And this is how it goes
This is how it goes
This is how it goes

Ooh waa ooh waa ooh hoo hoo
Ooh waa ooh waa ooh
Ooh waa ooh waa ooh hoo hoo (x3)

Still sitting here on my own
Music's running through my head
Changes all the time
Just remember sing between the lines
That little tune that helps the quiet moments
To pass the time
And this is how it goes
This is how it goes

Ooh waa ooh waa ooh hoo hoo
Ooh waa ooh waa ooh
Ooh waa ooh waa ooh hoo hoo (x3)"
217,TRBHWSJ128F42A6CB3.h5,Solistiyhtye Suomi,Yksinäisin,
218,TRBHWTF128F92EA841.h5,Big Maybelle,New Kind Of Mambo,
219,TRBHWUC128E0784FF1.h5,Danny Wright,So Still (Album Version),
220,TRBHWVU12903CD4350.h5,Jope Ruonansuu,Aulis Gerlander,"Hyvää iltaa

Hyvää iltaaa, herrat ja naiset
Kaikki lottosuomalaiset
Olen Gerlanderin Aulis vaan
Aletaanpa lottoa arpomaan

Olen valvonut vuodesta seitkytkaks
Olen syntynyt viralliseks valvojaks
Kymmenet tuhannet lauantait
Olen valvonut, mutta se on allright

Hyvää iltaa
Aulis Gerlander, Gerlander, Gerlander, hyvää iltaa
Hyvää iltaa
Oi, Aulis Gerlander, Gerlander, Gerlander, hyvää iltaa
Hyvää iltaa

Hyvää iltaa!
Käy elämä turpiin mottaamaan
Jos ite en kerkee lottoamaan
Käy pennut kuponkini sottaamaan
Ja palkkani joudun pottaamaan

Siis porukalla kuponkia vaalimaan
Ja päävoittoa haalimaan
Ja niin kuin kakarat kaalimaan
Me päästään rahat haalimaan

Hyvää iltaa
Aulis Gerlander, Gerlander, Gerlander, hyvää iltaa
Hyvää iltaa
Oi, Aulis Gerlander, Gerlander, Gerlander, hyvää iltaa

Hyvää iltaa!
Ja arvotaan seitsemän palloa.
Jos jollakin on kotona siellä lapussa
samat numerot kuin näissä seittemässä pallossa,
on hän voittanut yks piste kahdeksan miljoonaa euroa puhtaana käteen.

Rätt jokkers vinstnymmer äär
Syy, seven, otta, tvoo, tree, nol, nol

Hyvää iltaa
Aulis Gerlander, Gerlander, Gerlander, hyvää iltaa
Hyvää iltaa
Oi, Aulis Gerlander, Gerlander, Gerlander, hyvää iltaa
Aulis Gerlander, Gerlander, Gerlander, hyvää iltaa
Hyvää iltaa
Oi, Aulis Gerlander, Gerlander, Gerlander, hyvää iltaa"
221,TRBHWYD128F146A6FA.h5,Lara & Reyes,Amor De Lejos,
222,TRBHXCE128F92F0953.h5,David Evans,Now Is A Needy Time,
223,TRBHXIS128F930BCED.h5,Les Malpolis,Les Psys,
224,TRBHXNG128F423C6B7.h5,Seal,I'm Alive (BT & Sasha Mix),"Yeah, yeah yeah yeah...

Fell on my feet this morning.
Two angels heard me cry...
This is your fate hereafter.

The future is my friend.
It hurts, but it treats me well.
Take hold and be it's master.

Gold as the sun is,
As you turn me on.
And bath in it's sun dry,
I'm alive, older and strong.
Let me be someone.
I'll take hold and be it's master.

Gold as the sun is,
As you turn me on.
With echoes of laughter.
As I cry out loud...

Got my feet on the ground.
Your hand's found me.
Saw my blood on the ground
And it changed my life

So many parts that I have to play.
A tangle with life set me up that way,
Now I know,
These are the words that I have to say.
Won't you let me...
Won't you hear me cry...

Got my feet on the ground,
...Feet on the ground.

Your hand's falling'...
Saw my blood on the ground,
And it changed my life...
Your face in the crowd,
You're my future.
Saw my blood on the ground.
And it changed my life...

Got my feet on the ground.
...Feet on the ground.

Your hand's found me...
Blood on the cross,
And it changed my life...

Yeah, yeah yeah yeah
Fell on my feet this mornin'..."
225,TRBHXRQ128F42A713F.h5,Dub Pistols feat. Rodney P & Terry Hall,Peaches (Fear of Theydon remix),
226,TRBHXSQ12903D0967F.h5,Tigertailz,Thrill Pistol,
227,TRBHXUG128EF343575.h5,Vanessa Bell Armstrong,Walking Miracle,
228,TRBIAVU128EF3493BA.h5,Asleep At The Wheel,The Letter That Johnny Walker Read,"Johnny Walker sat at a table at the bar, minding his own affairs
Drinking his namesake over rocks, drunk, too drunk to care
When a girl in the bar walked up beside, and this is what she said
She said a woman came by with a letter for you and this is what the letter said

Dear John, please Johnny, please come home
I need your love and the kids, they gotta be fed
And John, if you don't hurry back, I'll be gone
Yes, that's what the letter said
The letter that Johnny Walker read

Then John, he got up from the table, slowly he walked outside
He was thinking of his wife and little children back home
How his drinking had ruined their lives
Then John, he stared off into that streetlight
And the vision filled his poor, poor heart with dread
For it was him, lying drunk in that gutter
Clutching in his hand the letter that Johnny Walker read

Dear John, please Johnny, please come home
I need your love and the kids, they gotta be fed
And John, if you don't hurry back, I'll be gone
Yes, that's what the letter said
The letter that Johnny Walker read"
229,TRBIBAQ128F93279F5.h5,Bad Company,Crazy Circles,"Life is like
A merry go round
Painted horses
Riding up and down
Music takes you
And you're gone again
Crazy circles never seem to end

Oh I will face the sun
Leavin' shadows far behind
And together we'll go on
Through time oh yeah

Life is like
A game of chance
Some find riches
And some romance
Some find happiness
And some find sorrow
Some find it today
And some maybe tomorrow

Oh I will face the sun
Leavin' shadows far behind
And together we'll go on
Through time oh yeah

Life is like
A carousel
You aim for heaven
And you wind up in hell
To all the world
You're livin' like a king
But you're just a puppet
On a broken string

Oh I will face the sun
Leavin' shadows far behind
And together we'll go on
Through time oh yeah

Life is like
And the life is like mm
Crazy circles goin' round and round
Crazy circles round and round and round
One day you're up
And the next day you're down
Life is like a merry go round"
230,TRBIBFY128F932C0E3.h5,Nichols,Fica ma mi,
231,TRBIBGN128F42ADC66.h5,Phantom Planet,The Meantime,"Hold on,
Hold out.
Your day's full.
Okay,
That's fine.
I don't mind
The meantime.
You've got your things to do,
Places you
Have to go,
So-and-so.
I don't mind the meantime.
I've been thinking I could count
From then till now.
I count too high.
I can't help but think about the meantime.
Saving time,
Spending it poorly.
I've been pretty full of shit the meantime.
If what comes next is
So damn precious,
Why should I mind
What you're doing
Meanwhile?
Lately I've been
Lost in thought
Around the clock.
Hands are flying and
I can tell you're running out of meantime. (oh, meantime)
Oh, now I know it's over too quick.
Got my finger on
Where it's all gone.
Don't look back 'cause I won't be there.
I don't have any more to spare and
It's all mine!
Meantime. Meantime. Meantime."
232,TRBIBKA128F42947BF.h5,Samy Deluxe,Die Meisten,"Strophe 1:
Ihr wollt lieber intimere, mehr persönliche Texte 
die man abends beim Kuscheln hört, so auf gemütlich mit Kerze? 
Wollt sogar die Sachen hörn, die ich sonst keinem erzähle 
bis auf die tiefsten Abgründe meiner eigenen Seele? 
Habt gehört, daß ich Vater wär und verheiratet wäre, 
wollt den Stand der Dinge erfahrn sowie weitere Pläne ... 
Doch ratet mal was! Das ist nicht Inhalt meiner Verträge, 
ich wurd zum Dissen gesigned und tu's bis jeder in diesem Business weint. 
Mich krist du nicht klein mit deinen Fragen, wie ich wirklich bin, 
denn immer wenn ich euch Clou's geb, scheint es, ihr hört nicht hin. 
Mal unter uns: Auch ich hab Probleme wie du 
aber ich geb es nicht zu. Verdammt, ich leb nicht im Zoo! 
Ihr wollt doch nur Infos von mir, damit ihr mehr über mich reden könnt 
und die Komplexe vergeßt, mit denen ihr durch euer Leben rennt, 
in dem ihr alles verdrängt und die Zeit totschlagt, 
damit darüber zu meckern was ich am Mic so sag.

Hook: 

Leider begreifen die meisten Leute 
immer noch nicht, was mir dieser Scheiß bedeutet. 
(Cuts) 
(einmal wiederholen)

Strophe 2 

Ich tu was ich tun will, nie was ich tun soll, 
Rap mit dem Mund voll, während ich am Mic rumproll. 
Was ist denn los? Ihr kennt meinen Style doch - na also! 
Die ganze Welt dreht sich um mich: Ich bin ein Egoist wie Falco. 
Mir egal was ich nicht darf, schon als Kind war ich nie bra 
und was ihr als tiefsinnig seht, versetzt mich in Tiefschlaf. 
Ich weiß, ihr ganzen Leute liebt solche intimen Gesprächsthemen, 
doch ich wollte sowas mein Leben lang nur aus dem Weg gehen. 
Mit sowas könnt ihr mich jagen, und habt ihr noch Fragen? 
Dann könnt Ihr die von mir aus auch noch gerne weiterhin haben. 
Verdammt! Alle labern mich voll mit irgend sonnem Unsinn, 
daß andere ihre Emotionen so toll auf'n Punkt bringen. 
Achja , ich versteh'! Und jetzt bin ich der Dümmere, 
nur weil ich mich nicht ständig um so'n Pussy-Scheiß kümmere, 
nicht ganz so viel rumjammere wie andere 
und lieben Themen, die mich selber interessieren, behandele. 
Doch ihr meint, die hätten interessantere Themen. 
Kannste mal seh'n, dann kannst du ja auch zu den anderen geh'n. 
Mir ist egal, wer sich mit wem und was identifiziert, 
ich geh schon nicht mal mehr ran, wenn mein Scheiß-Handy vibriert.

Hook

Strophe 3 

""Ob er noch was anderes als Battlen kann?"" Tja, alle sind gespannt, 
finden meinen Style zwar interessant, 
aber ""es wär so schön, wenn du mal mehr Gefühle zeigt"", 
gern: Hier mehr Wut, mehr Haß, mehr Übelkeit. 
""Nein, ich meine: Kannst du nicht mal über was Nettes reden?"" 
Nein, Rap ist eben Competition, es wird immer Battles geben, 
Rapper, die andre Rapper dissen, Raper, die immer meckern müssen, 
Rapper, die tun als würden sie alles besser wissen. 
""Aber wieso wirst du denn nicht wenigstens Story-Teller?"" 
Nun ja, ich bau grad an 'ner Atombombe in meinem Hobby-Keller 
und hab daher keine Zeit zum Geschichten erzählen, 
ich muß den Scheiß berechnen, um mein Ziel nicht zu verfehlen. 
Jetzt mußt du gehen, doch bevor ich's in der Eile vergesse, 
gib mir mal aus reinem Interesse noch deine Adresse 
und ich schick dir was rum, was dir beweisen wird, wie genial ich bin 
und was dich und deine ganze Nachbarschaft zum Strahlen bringt.

Hook

Outro: 

Laßt eure Studenten-Rapper weiterhin Aufsätze schreiben, 
ich geh zurück in den Kindergarten zum Bauklötze schmeißen, 
ich weiß, daß ich intelligent bin, Jungs, und brauch's nicht beweisen, 
beweis viel lieber, daß ich's mir leisten kann, auf euch zu scheißen."
233,TRBIBKU128F422A0E3.h5,The Jackson Southernaires,No Coward Soldier,
234,TRBIBLJ12903CCF436.h5,Madonna,Papa Don't Preach,"Papa, I know you're going to be upset
'Cause I was always your little girl
But you should know by now, I'm not a baby
You always taught me right from wrong
I need your help, daddy, please be strong
I may be young at heart, but I know what I'm saying

The one you warned me all about
The one you said I could do without
We're in an awful mess and I don't mean maybe

Please, Papa don't preach, I'm in trouble deep
Papa don't preach, I've been losing sleep
But I made up my mind, I'm keeping my baby
Oh, I'm gonna keep my baby, mmm

He says that he's going to marry me
We can raise a little family
Maybe we'll be alright, it's a sacrifice
But my friends keep telling me to give it up
Saying I'm too young, I ought to live it up
What I need right now is some good advice

Please, Papa don't preach, I'm in trouble deep
Papa don't preach, I've been losing sleep
But I made up my mind, I'm keeping my baby
Oh, I'm gonna keep my baby, mmm

Daddy, daddy, if you could only see
Just how good he's been treating me
You'd give us your blessing right now
'Cause we are in love, we are in love

So please, Papa don't preach, I'm in trouble deep
Papa don't preach, I've been losing sleep
But I made up my mind, I'm keeping my baby
Ooh, I'm gonna keep my baby, ooh oh

Papa don't preach, I'm in trouble deep
Papa don't preach, I've been losing sleep
Papa don't preach, I'm in trouble deep
Papa don't preach, I've been losing sleep

(Papa don't preach) Oh, I'm gonna keep my baby
(Papa don't preach) Ooh
(Papa don't preach) Don't you stop loving me, daddy
(Papa don't preach) I know I'm keeping my baby"
235,TRBIBLK128F4264240.h5,Sane Band,Thats life,
236,TRBIBOJ128F14618D4.h5,Dilated Peoples Featuring Black Thought,Hard Hitters,
237,TRBIBSK128F92E5624.h5,Sonora Santanera,Saca La Botella,
238,TRBICXY128F428A9C8.h5,Sonny Terry / Brownie McGhee,I Woke Up One Morning And I Could Hardly See,
239,TRBIDFH128F1464397.h5,Semprini,Rhapsody In Blue (2003 Digital Remaster),
240,TRBIDGE128F9333791.h5,Curt Bois,Lucindy,
241,TRBIDKS128F92CA8AD.h5,Monique Morelli,Mort,
242,TRBIDPO128F423508A.h5,Daylight Torn,Sebastian,"Your pretty face I can imagine - although we never met
Your deep voice and your smiling - the embrace I'll never get
You're sitting right in front of me - I feel your breath behind
When you've founded a destiny - You'll always be in my mind

Sebastian is my name for you
Sebastian, please don't cry
Sebastian I will always love you - I gave you wings - now fly

Look on to your future - I wanna let you go
You will find a better place - Without my pain and sorrow
I beg your pardon for my decision - Didn't ask you if you agree
Carry me within your heart - As the mother I could not be

Sebastian is my name for you
Sebastian, please don't cry
Sebastian I will always love you - I gave you wings - now fly
I gave you wings, now fly..."
243,TRBIDRG128F92FC6E5.h5,Carlos Nuñez,Gabriel's Oboe (La Mision),
244,TRBIDUD128F92FA11C.h5,Cowboy Mouth,My Little Blue One,"When I woke up, I heard a voice
And I froze in my bed
When I woke up I was divorced
How did you get back into my head
No no no no it was the radio
You're gone and I don't even think of you my little blue one

I was sleeping and had a dream
I was writing to you
It was creepy my dreamy dream
You read my letter remembered I loved you
No no no no you don't love me anymore
You're gone and I don't even think of you my little blue one

I don't even think of you reading your paper each morning
I don't even think of you sipping your coffee and yawning
I don't even think of your hands pulling hair back from off your pretty face
As I'm walking around this empty place

I remember and try to forget
With a bottle of wine
I remember and try to forget
That the ring you're not wearing is mine
No no no no you don't wear it anymore
You're gone and I don't even think of you my little blue one"
245,TRBIDUK128F42806A4.h5,Tampa Red,No Matter How She Done It,"I know a gal by the name of Mae Lou
She shook it so much she had the German flu

No matter how she done it,
No matter how she done it,
No matter how she done it,
She done it just the same

The women don't like her, they call her Ida Mae
But the way the men love her is a cryin' shame

I tell you people what she done
She made a hit with Jack the Ripper, and the only one

You women don't have to worry 'bout your life
She made Jack the Ripper throw away his knife

She shakes all over when she walks
She made a blind man see, and a dumb man talk

The copper brought her in, she didn't need no bail
She shook it for the judge, and put the cop in jail"
246,TRBIDWY128F92E7BD9.h5,DJ Slugo,Vulture 4,
247,TRBIDYF128F42680C4.h5,Felix Slatkin/Concert Arts Symphonic Band,The Star-Spangled Banner (1998 Digital Remaster),
248,TRBIECT128F933810B.h5,Michael English,Come On Home,
249,TRBIEGC128F93317E6.h5,John Wesley,Alone Together (Live Acoustic),
250,TRBIEHQ12903CB66CE.h5,Mart'nália,Brasil pandeiro,
251,TRBIEIZ128F148D778.h5,Kanye West,Diamonds From Sierra Leone,"Diamonds are forever
They won't leave in the night
I've no fear that they might
Desert me

Diamonds are forever (forever, forever)
Throw your diamonds in the sky if you feel the vibe
Diamonds are forever (forever, forever, forever)
The Roc is still alive every time I rhyme.
Forever ever? Forever ever? Ever, ever? Ever, ever? Ever, ever? Ever, ever?...

Close your eyes and imagine, feel the magic
Vegas on acid,
Seen through Yves St. Laurent glasses
And I've realized that I've arrived, 'cause
It take more than a magazine to kill my Vibrate does
He write his own rhymes, so sort of
I think 'em
That mean I forgot better shit than you ever thought up
Damn, is he really that caught up?
I ask if you talkin' bout classics, do my name get brought up?
I remember I couldn't afford a Ford Escort or even a four-track recorder
So its only right that I let the top drop on a drop-top Porsche
- Its for yourself that's important
If you're a stripper named Porscha and you get tips from many men
Then your fat friend her nickname is Minivan
Excuse me,
That's just the Henny, man, I smoke, I drink, I'm supposed to stop I can't because

Diamonds are forever (forever, forever)
Throw your diamonds in the sky if you feel the vibe
Diamonds are forever (forever, forever, forever)
The Roc is still alive every time I rhyme.
Forever ever? Forever ever? Ever, ever? Ever, ever? Ever, ever? Ever, ever?...

I was sick about awards
Couldn't nobody cure me
Only playa that got robbed but kept all his jewelry
Alicia Keys tried to talk some sense to them
30 minutes later seems there's no convincing them
What more could you ask for?
The international asshole
Who complains about what he is owed?
And throw a tantrum like he is three years old
You gotta love it though somebody still speaks from his soul
And wouldn't change by the change, or the game, or the fame,
When he came, in the game, he made his own lane
Now all I need is y'all to pronounce my name
Its Kanye - But some of my plaques - they still say Kane
Got family in the D, Kin-folk from Motown
Back in the Chi - them folks ain't from Motown
Life movin' too fast I need to slow down
Girl ain't give me no ass, ya need to go down

Diamonds are forever (forever, forever)
My father Ben said I need Jesus
So he took me to church and let the water wash over my ceaser
Diamonds are forever (forever, forever)
The preacher said we need leaders
Right then my body got still like a paraplegic

You know who you can call you gotta best believe it
The Roc stand tall and you would never believe it
Take your diamonds and throw 'em up like you bulimic
Yeah the beat cold but the flow is anemic
After debris settles and the dust get swept off
Big K pick up where young Hov left off
Right when magazines wrote Kanye West off
I dropped my new shit, it sound like the best of
A&amp;R's lookin' like ""Pssh we messed up""
Grammy night, damn right, we got dressed up
Bottle after bottle till we got messed up
In the studio, where really though, yeah he next up
People askin' me if I'm gon' give my chain back
That'll be the same day I give the game back
You know the next question dog ""Yo, where Dame at?""
This track the Indian dance to bring our reign back
""What's up with you and Jay, man, are y'all ok man?""
They pray for the death of our dynasty like Amen
R-r-r-right here stands a-man
With the power to make a diamond with his bare hands...

Diamonds are forever (forever, forever)
Throw your diamonds in the sky if you feel the vibe
Diamonds are forever (forever, forever, forever)
The Roc is still alive every time I rhyme.
Forever ever? Forever ever? Ever, ever? Ever, ever? Ever, ever? Ever, ever?...

Diamonds are forever (forever, forever)
Diamonds are forever (forever, forever, forever)"
252,TRBIEUL128F4268D07.h5,X-Ecutioners featuring Big Pun,The Drama (intro),
253,TRBIEVL128F9352A51.h5,Antonio Koudele,Track BALLERINA GIRL,
254,TRBIEXO128F429233D.h5,Floyd Cramer,Near You,
255,TRBIEZY128F426C432.h5,Ultra X,Break Em,
256,TRBIFAU128F9328EC4.h5,Jonathan Edwards / Will Ferrell,Sunshine Anchorman Medley,
257,TRBIFGK128F92F23A2.h5,The Killers,A Dustland Fairytale,"A dustland fairytale beginning
Or just another white trash county kiss
'61, long brown hair and foolish eyes

He looked just like you'd want him to
Some kind of slick chrome American prince
A blue jean serenade
And Moon River what'd you do to me?
I don't believe you

Saw Cinderella in a party dress
But she was lookin' for a nightgown
I saw the devil wrappin' up his hands
He's getting ready for the showdown
I saw the minute that I turned away
I got my money on a pawn tonight

A change came in disguise
Of revelation, set his soul on fire
She says she always knew he'd come around

And the decades disappear like sinking ships
But we persevere, God gives us hope
But we still fear what we don't know
The mind is poison

Castles in the sky sit stranded, vandalized
With drawbridges closin'

Saw Cinderella in a party dress
But she was lookin' for a nightgown
I saw the devil wrappin' up his hands
He's getting ready for the showdown
I saw the ending when they turned the page
I threw my money and I ran away
Straight to the valley of a great divide

Out where the dreams all hide
Out where the wind don't blow
Out here the good girls died
And the sky won't snow

Out here the bird don't sing
Out here the field don't grow
Out here the bell don't ring
Out here the bell don't ring

Out here the good girls died

Now Cinderella don't you go to sleep
It's such a bitter form of refuge
Ah, don't you know the kingdom's under siege
And everybody needs you?

Is there still magic in the midnight sun
Or did you leave it back in '61?
In the cadence of a young man's eyes
Out where the dreams all hide"
258,TRBIFGL12903D0C8BE.h5,Organ Donors,Dr Kaotica,
259,TRBIFNO128F42702FB.h5,Tha Liks,Intro,
260,TRBIFOK128EF362D20.h5,The Pharcyde,I'm That Type Of Ni**a,
261,TRBIFPI12903CEAFB6.h5,John D. Loudermilk,Somebody Sweet,
262,TRBIFPX12903CCF859.h5,Cornell Campbell,Just My Imagination,
